id,query,success,error
88,"select min( users_1.accountid), postlinks_2.id from postlinks as postlinks_1 inner join badges as badges_1 on (postlinks_1.id = badges_1.id ) inner join users as users_1 on (postlinks_1.id = users_1.id ) inner join badges as badges_2 on (badges_1.id = badges_2.id ) inner join postlinks as postlinks_2 on (badges_2.id = postlinks_2.id ) where postlinks_2.relatedpostid is not NULL group by postlinks_2.id limit 20;",YES,""
89,"select badges_1.tagbased, max( badges_1.date), badges_1.id, badges_1.name, badges_1.id, badges_1.class, max( badges_1.date) from badges as badges_1 where badges_1.date is not NULL group by badges_1.tagbased, badges_1.id, badges_1.name, badges_1.id, badges_1.class limit 8;",YES,""
90,"select comments_1.userdisplayname, comments_1.id, comments_1.postid, comments_1.id, max( comments_1.userid) from comments as comments_1 where comments_1.userdisplayname is not NULL group by comments_1.userdisplayname, comments_1.id, comments_1.postid, comments_1.id limit 6;",YES,""
91,"select posts_1.posttypeid from posts as posts_1 where posts_1.creationdate is not NULL limit 17;",YES,""
92,"select badges_1.date, badges_1.name from badges as badges_1 where badges_1.class is not NULL limit 28;",YES,""
93,"select comments_1.postid, count(*), postlinks_1.id from comments as comments_1 inner join postlinks as postlinks_1 on (comments_1.id = postlinks_1.id ) where postlinks_1.postid is not NULL group by comments_1.postid, postlinks_1.id limit 15;",YES,""
94,"select posts_1.ownerdisplayname, posts_1.posttypeid, posts_1.ownerdisplayname from posts as posts_1 where posts_1.ownerdisplayname is not NULL limit 20;",YES,""
95,"select votes_1.creationdate, count( votes_1.userid), votes_1.postid from votes as votes_1 where votes_1.creationdate is not NULL group by votes_1.creationdate, votes_1.postid limit 9;",YES,""
96,"select posthistory_1.id, posthistory_1.id, posthistory_1.revisionguid, posthistory_1.postid, posthistory_1.posthistorytypeid, posthistory_1.userdisplayname, posthistory_1.revisionguid, posthistory_1.contentlicense, posthistory_1.postid, posthistory_1.posthistorytypeid, posthistory_1.userdisplayname, max( posthistory_1.creationdate), posthistory_1.creationdate, posthistory_1.id, posthistory_1.userid, posthistory_1.creationdate, posthistory_1.userdisplayname, posthistory_1.comment from posthistory as posthistory_1 where posthistory_1.id >= posthistory_1.postid group by posthistory_1.id, posthistory_1.id, posthistory_1.revisionguid, posthistory_1.postid, posthistory_1.posthistorytypeid, posthistory_1.userdisplayname, posthistory_1.revisionguid, posthistory_1.contentlicense, posthistory_1.postid, posthistory_1.posthistorytypeid, posthistory_1.userdisplayname, posthistory_1.creationdate, posthistory_1.id, posthistory_1.userid, posthistory_1.creationdate, posthistory_1.userdisplayname, posthistory_1.comment limit 28;",YES,""
97,"select min( postlinks_1.creationdate), posts_1.creationdate, sum( postlinks_1.id), posts_1.tags, posts_1.posttypeid, min( posts_1.contentlicense), postlinks_1.creationdate, postlinks_1.creationdate, posts_1.parentid, posts_1.acceptedanswerid from posts as posts_1 inner join postlinks as postlinks_1 on (posts_1.id = postlinks_1.id ) where postlinks_1.creationdate < posts_1.creationdate group by posts_1.creationdate, posts_1.tags, posts_1.posttypeid, postlinks_1.creationdate, postlinks_1.creationdate, posts_1.parentid, posts_1.acceptedanswerid limit 38;",YES,""
98,"select votes_1.postid from votes as votes_1 where votes_1.postid is not NULL limit 22;",YES,""
99,"select posts_1.posttypeid, avg( posts_1.acceptedanswerid), votes_1.votetypeid, badges_1.userid, badges_1.class, posts_1.title from badges as badges_1 inner join posts as posts_1 on (badges_1.id = posts_1.id ) inner join votes as votes_1 on (posts_1.id = votes_1.id ) where badges_1.tagbased < badges_1.tagbased group by posts_1.posttypeid, votes_1.votetypeid, badges_1.userid, badges_1.class, posts_1.title limit 15;",YES,""
100,"select badges_1.userid, min( users_1.aboutme), badges_1.name, badges_1.userid, users_1.websiteurl, users_2.websiteurl, users_1.displayname, avg( users_2.accountid), users_2.creationdate from comments as comments_1 inner join users as users_1 on (comments_1.id = users_1.id ) inner join badges as badges_1 inner join users as users_2 on (badges_1.id = users_2.id ) on (comments_1.id = badges_1.id ) where users_1.id is not NULL group by badges_1.userid, badges_1.name, badges_1.userid, users_1.websiteurl, users_2.websiteurl, users_1.displayname, users_2.creationdate limit 13;",YES,""
101,"select badges_1.userid, max( badges_1.name) from badges as badges_1 where badges_1.id is not NULL group by badges_1.userid limit 8;",YES,""
102,"select postlinks_1.relatedpostid, comments_1.userid, postlinks_1.id, postlinks_1.id, min( posthistory_1.text), postlinks_1.id, comments_1.userdisplayname, comments_1.id, posthistory_1.postid, comments_1.userid, postlinks_1.id, comments_1.userid, posthistory_1.comment, posthistory_1.id, comments_1.text, posthistory_1.revisionguid, postlinks_1.relatedpostid, comments_1.postid, comments_1.contentlicense, posthistory_1.text, comments_1.id from posthistory as posthistory_1 inner join comments as comments_1 on (posthistory_1.id = comments_1.id ) inner join postlinks as postlinks_1 on (posthistory_1.id = postlinks_1.id ) where posthistory_1.posthistorytypeid is not NULL group by postlinks_1.relatedpostid, comments_1.userid, postlinks_1.id, postlinks_1.id, postlinks_1.id, comments_1.userdisplayname, comments_1.id, posthistory_1.postid, comments_1.userid, postlinks_1.id, comments_1.userid, posthistory_1.comment, posthistory_1.id, comments_1.text, posthistory_1.revisionguid, postlinks_1.relatedpostid, comments_1.postid, comments_1.contentlicense, posthistory_1.text, comments_1.id limit 36;",YES,""
103,"select votes_1.userid, comments_2.postid, comments_1.text, comments_2.contentlicense, votes_1.userid, comments_1.id from votes as votes_1 inner join comments as comments_1 on (votes_1.id = comments_1.id ) inner join comments as comments_2 on (votes_1.id = comments_2.id ) where comments_1.userdisplayname is not NULL limit 15;",YES,""
104,"select distinct badges_1.class, count(*), badges_1.id, comments_1.userid, badges_1.tagbased, postlinks_1.postid, comments_1.postid, badges_1.userid, comments_1.text from badges as badges_1 inner join comments as comments_1 on (badges_1.id = comments_1.id ) inner join postlinks as postlinks_1 on (badges_1.id = postlinks_1.id ) where comments_1.id is not NULL group by badges_1.class, badges_1.id, comments_1.userid, badges_1.tagbased, postlinks_1.postid, comments_1.postid, badges_1.userid, comments_1.text limit 2;",YES,""
105,"select postlinks_1.linktypeid from postlinks as postlinks_1 inner join comments as comments_1 inner join badges as badges_1 on (comments_1.id = badges_1.id ) on (postlinks_1.id = badges_1.id ) inner join comments as comments_2 inner join badges as badges_2 on (comments_2.id = badges_2.id ) on (comments_1.id = comments_2.id ) where badges_1.userid is not NULL limit 15;",YES,""
106,"select posthistory_1.contentlicense, posthistory_1.userdisplayname, min( users_1.creationdate), users_2.aboutme, users_2.websiteurl, users_2.profileimageurl, users_1.accountid, users_1.aboutme, users_1.websiteurl, posthistory_1.id, users_1.aboutme, users_2.id, users_1.displayname, posthistory_1.posthistorytypeid, min( users_2.creationdate) from users as users_1 inner join posthistory as posthistory_1 on (users_1.id = posthistory_1.id ) inner join users as users_2 on (posthistory_1.id = users_2.id ) where users_1.accountid <= users_1.profileimageurl group by posthistory_1.contentlicense, posthistory_1.userdisplayname, users_2.aboutme, users_2.websiteurl, users_2.profileimageurl, users_1.accountid, users_1.aboutme, users_1.websiteurl, posthistory_1.id, users_1.aboutme, users_2.id, users_1.displayname, posthistory_1.posthistorytypeid limit 2;",YES,""
107,"select posts_1.id from votes as votes_1 inner join users as users_1 on (votes_1.id = users_1.id ) inner join badges as badges_1 inner join posts as posts_1 on (badges_1.id = posts_1.id ) inner join votes as votes_2 on (badges_1.id = votes_2.id ) on (users_1.id = posts_1.id ) where posts_1.id is not NULL limit 37;",YES,""
108,"select votes_1.id, votes_1.postid, votes_1.votetypeid, votes_1.postid, votes_1.creationdate, votes_1.id from votes as votes_1 where votes_1.postid is not NULL limit 15;",YES,""
109,"select posts_1.body from posthistory as posthistory_1 inner join posts as posts_1 on (posthistory_1.id = posts_1.id ) inner join posts as posts_2 on (posts_1.id = posts_2.id ) where posthistory_1.comment < posthistory_1.contentlicense limit 5;",YES,""
110,"select badges_1.id, badges_1.date, badges_1.userid from badges as badges_1 where badges_1.id < badges_1.class limit 35;",YES,""
111,"select comments_1.userid, comments_1.id, comments_1.text, comments_1.contentlicense, comments_1.contentlicense, comments_1.creationdate, count(*), comments_1.id, sum( comments_1.userid), max( comments_1.text) from comments as comments_1 where comments_1.contentlicense is not NULL group by comments_1.userid, comments_1.id, comments_1.text, comments_1.contentlicense, comments_1.contentlicense, comments_1.creationdate, comments_1.id limit 9;",YES,""
112,"select count( comments_1.userid), comments_1.userid, comments_1.userid, comments_1.id, comments_1.id, comments_1.contentlicense from comments as comments_1 where comments_1.text is not NULL group by comments_1.userid, comments_1.userid, comments_1.id, comments_1.id, comments_1.contentlicense limit 18;",YES,""
113,"select posts_1.parentid, posts_1.parentid, posts_1.parentid, badges_1.id, posts_1.ownerdisplayname from users as users_1 inner join posthistory as posthistory_1 on (users_1.id = posthistory_1.id ) inner join badges as badges_1 on (posthistory_1.id = badges_1.id ) inner join posts as posts_1 on (badges_1.id = posts_1.id ) where users_1.profileimageurl <= users_1.accountid limit 2;",YES,""
114,"select votes_1.votetypeid from votes as votes_1 inner join badges as badges_1 inner join votes as votes_2 inner join votes as votes_3 on (votes_2.id = votes_3.id ) on (badges_1.id = votes_2.id ) on (votes_1.id = votes_2.id ) where votes_2.creationdate = badges_1.date limit 40;",YES,""
115,"select posthistory_2.creationdate, max( posthistory_2.text) from posthistory as posthistory_1 inner join posthistory as posthistory_2 on (posthistory_1.id = posthistory_2.id ) where posthistory_2.creationdate is not NULL group by posthistory_2.creationdate limit 30;",YES,""
116,"select posts_1.id from posts as posts_1 where posts_1.tags > posts_1.contentlicense limit 27;",YES,""
117,"select users_1.profileimageurl, users_1.profileimageurl, users_1.creationdate, users_1.websiteurl from users as users_1 where users_1.accountid <= users_1.profileimageurl limit 9;",YES,""
118,"select posts_1.body, posts_1.parentid, posts_1.owneruserid, posts_1.parentid, posts_1.title, posts_1.tags, posts_1.acceptedanswerid, posts_1.owneruserid, posts_1.id from posts as posts_1 where posts_1.acceptedanswerid is not NULL limit 23;",YES,""
119,"select posthistory_1.comment from posthistory as posthistory_1 where posthistory_1.userdisplayname is not NULL limit 37;",YES,""
120,"select max( posthistory_1.contentlicense) from posthistory as posthistory_1 where posthistory_1.contentlicense is not NULL limit 5;",YES,""
121,"select badges_1.userid, votes_1.votetypeid, votes_1.postid, votes_1.userid, badges_1.name from badges as badges_1 inner join votes as votes_1 on (badges_1.id = votes_1.id ) where votes_1.votetypeid <= badges_1.id limit 40;",YES,""
122,"select badges_1.tagbased, max( badges_1.name), max( badges_1.date), badges_1.id, badges_1.class, badges_1.class, badges_1.userid, badges_1.class, badges_1.tagbased, badges_1.name, badges_1.class, badges_1.class, badges_1.userid, badges_1.date, badges_1.tagbased, badges_1.class, badges_1.userid, badges_1.name, badges_1.tagbased, badges_1.date, badges_1.name, badges_1.id, badges_1.name, badges_1.name, badges_1.tagbased from badges as badges_1 where badges_1.name > badges_1.name group by badges_1.tagbased, badges_1.id, badges_1.class, badges_1.class, badges_1.userid, badges_1.class, badges_1.tagbased, badges_1.name, badges_1.class, badges_1.class, badges_1.userid, badges_1.date, badges_1.tagbased, badges_1.class, badges_1.userid, badges_1.name, badges_1.tagbased, badges_1.date, badges_1.name, badges_1.id, badges_1.name, badges_1.name, badges_1.tagbased limit 7;",YES,""
123,"select min( badges_1.date), badges_1.id, badges_1.id, badges_1.userid, badges_1.class, max( badges_1.name), max( badges_1.name), badges_1.userid, badges_1.class, avg( badges_1.userid), badges_1.class from badges as badges_1 where badges_1.class is not NULL group by badges_1.id, badges_1.id, badges_1.userid, badges_1.class, badges_1.userid, badges_1.class, badges_1.class limit 41;",YES,""
124,"select users_1.location, users_1.profileimageurl, users_1.websiteurl from users as users_1 where users_1.creationdate >= users_1.creationdate limit 14;",YES,""
125,"select votes_1.id from votes as votes_1 where votes_1.votetypeid is not NULL limit 19;",YES,""
126,"select users_1.id, posthistory_1.revisionguid from users as users_1 inner join comments as comments_1 inner join posthistory as posthistory_1 on (comments_1.id = posthistory_1.id ) inner join posts as posts_1 on (posthistory_1.id = posts_1.id ) on (users_1.id = comments_1.id ) where comments_1.userdisplayname is not NULL limit 2;",YES,""
127,"select badges_1.date, max( badges_1.name) from badges as badges_1 where badges_1.tagbased is not NULL group by badges_1.date limit 3;",YES,""
128,"select users_1.websiteurl, votes_1.postid, votes_1.votetypeid, postlinks_1.relatedpostid, count(*), min( votes_1.creationdate), users_1.creationdate, users_1.displayname, postlinks_1.linktypeid from votes as votes_1 inner join users as users_1 inner join postlinks as postlinks_1 on (users_1.id = postlinks_1.id ) on (votes_1.id = postlinks_1.id ) where users_1.location > users_1.aboutme group by users_1.websiteurl, votes_1.postid, votes_1.votetypeid, postlinks_1.relatedpostid, users_1.creationdate, users_1.displayname, postlinks_1.linktypeid limit 42;",YES,""
